id	case	support	answer	question	distractor1	distractor2	distractor3		Does the question make sense wrt the given context?	Does the answer belong to the question?	Are the distractors plausible?
87	answer_given	Ionic compounds are solids with high melting and boiling points. They are good conductors of electricity but only when dissolved in water. Their crystals are rigid and brittle.	ionic compounds	What are solids with high melting and boiling points?	ionic bonds	ionic particles	ionic bonds		3	3	3
87	no_answer	Ionic compounds are solids with high melting and boiling points. They are good conductors of electricity but only when dissolved in water. Their crystals are rigid and brittle.	ionic	What type of compounds are solids with high melting and boiling points?	magnetic	metallic	molecular		3	3	3
88	ground_truth	Animals are multicellular eukaryotes that lack cell walls. All animals are heterotrophs. They have sensory organs, the ability to move, and internal digestion. They also have sexual reproduction.	animals	What broad group of organisms is characterized by sensory organs, the ability to move, internal digestion and sexual reproduction?	protists	plants	fungi				
88	answer_given	Animals are multicellular eukaryotes that lack cell walls. All animals are heterotrophs. They have sensory organs, the ability to move, and internal digestion. They also have sexual reproduction.	animals	What are multicellular eukaryotes that lack cell walls called?	plants	insects	mammals		3	3	3
88	no_answer	Animals are multicellular eukaryotes that lack cell walls. All animals are heterotrophs. They have sensory organs, the ability to move, and internal digestion. They also have sexual reproduction.	eukaryotes	Animals are multicellular and lack cell walls, so they are classified as what?	prokaryotes	protists	fungi		3	3	3
89	ground_truth	The plasma membrane contains molecules other than phospholipids, primarily other lipids and proteins. The green molecules in Figure below , for example, are the lipid cholesterol. Molecules of cholesterol help the plasma membrane keep its shape. Many of the proteins in the plasma membrane assist other substances in crossing the membrane.	cholesterol	What type of molecules help the plasma membrane keep its shape?	proteins	magnesium	metabolic				
89	answer_given	The plasma membrane contains molecules other than phospholipids, primarily other lipids and proteins. The green molecules in Figure below , for example, are the lipid cholesterol. Molecules of cholesterol help the plasma membrane keep its shape. Many of the proteins in the plasma membrane assist other substances in crossing the membrane.	cholesterol	What is the green molecule in the plasma membrane?	chitin	collagen	calcium		3	3	3
89	no_answer	The plasma membrane contains molecules other than phospholipids, primarily other lipids and proteins. The green molecules in Figure below , for example, are the lipid cholesterol. Molecules of cholesterol help the plasma membrane keep its shape. Many of the proteins in the plasma membrane assist other substances in crossing the membrane.	plasma membrane	What part of the cell contains molecules other than phospholipids, primarily other lipids and proteins?	cell wall	cell nucleus	cell membrane		3	3	3
90	ground_truth	Short-period comets come from the Kuiper belt, beyond Neptune. Long-period comets come from the very distant Oort cloud.	kuiper belt	Where do short period comets come from?	milky way	vesta belt	photon belt				
90	answer_given	Short-period comets come from the Kuiper belt, beyond Neptune. Long-period comets come from the very distant Oort cloud.	kuiper belt	Where do short-period comets come from?	Oort cloud	Kuiper-Oort cloud	Kuiper-Kuiper cloud		2	2	1
90	no_answer	Short-period comets come from the Kuiper belt, beyond Neptune. Long-period comets come from the very distant Oort cloud.	neptune	Short-period comets come from the kuiper belt, beyond what?	jupiter	mars	earth		1	2	2
91	ground_truth	Runoff, streams, and rivers carry sediment to the oceans. The sediment in ocean water acts like sandpaper. Over time, they erode the shore. The bigger the waves are and the more sediment they carry, the more erosion they cause.	erosion	Bigger ocean waves and waves that carry more sediment cause a greater extent of what?	drowning	silt	sand dunes				
